day fhtindx1 fhtindx2 hhno id jtindex parent pdpurp person_day_id person_id phtindx1 phtindx2 pno subtrs tardest tarorig tautocost tautodist tautotime tdadtyp tdpcl tdtaz tlvdest tlvorig tmodetp toadtyp toexpfac topcl totaz tour tpathtp tripsh1 tripsh2
1 0 0 14100300 15986 0 0 7 2484 2484 0 0 2 0 1105 1115 0.0545833333333 0 0 4 744806 716 1105 1095 1 1 348.656995624 744729 715 3 1 2 2
1 0 0 14100300 15980 0 0 1 2483 2483 0 0 1 3 490 1110 8.025 41 73 2 522601 1350 860 385 6 1 356.0060045 744729 715 1 3 2 6
1 0 0 14100300 15983 0 1 1 2483 2483 0 0 1 0 585 665 0.0166287878788 3 17 4 522585 1350 660 580 1 2 356.0060045 522601 1350 4 1 2 2
1 0 0 14100300 15985 0 1 6 2484 2484 0 0 2 0 745 855 0.0699477272727 0 4 3 866840 1256 840 735 1 2 348.656995624 716810 1256 2 1 2 2
1 0 0 14100303 15968 0 0 4 2489 2489 0 0 1 0 1170 1320 2.649 14 27 4 1177837 1243 1290 1140 4 1 132.692795607 826442 595 1 1 2 2
1 0 0 14100303 15970 0 0 4 2490 2490 0 0 2 0 1170 1320 2.649 14 27 4 1177837 1243 1290 1140 4 1 134.356695925 826442 595 2 1 2 2
1 0 0 14100303 15969 0 0 1 2490 2490 0 0 2 0 515 1030 2.311 12 31 2 778364 1244 990 480 3 1 134.356695925 826442 595 1 1 2 2
1 0 0 14100359 15815 0 0 4 2620 2620 0 0 2 0 540 615 0.677 3 6 4 834119 88 600 525 4 1 424.579147584 717220 440 1 1 2 2
1 0 0 14100359 15814 0 0 4 2619 2619 0 0 1 0 540 615 0.677 3 6 4 834119 88 600 525 4 1 421.650072653 717220 440 1 1 2 2
1 0 0 14100371 15782 0 0 7 2645 2645 0 0 2 0 895 1110 0.337556590909 1 4 4 690405 1139 1080 885 4 1 1778.4226519 935871 1158 1 1 2 4
1 0 0 14100371 15781 0 0 7 2644 2644 0 0 1 0 895 1110 0.337556590909 1 4 4 690405 1139 1080 885 4 1 1688.59459444 935871 1158 1 1 2 4
1 0 0 14100372 15780 0 0 4 2647 2647 0 0 2 0 780 935 6.666 21 45 4 741102 1258 895 735 4 1 95.419875 914159 1204 1 1 2 2
1 0 0 14100372 15778 0 0 5 2646 2646 0 0 1 0 570 615 0.97 6 12 4 1215791 1213 600 555 3 1 92.042375712 914159 1204 2 1 2 2
1 0 0 14100372 15779 0 0 4 2646 2646 0 0 1 0 780 935 6.666 21 45 4 741102 1258 895 735 4 1 92.042375712 914159 1204 1 1 2 2
1 0 0 14100387 15729 0 0 4 2685 2685 0 0 1 0 925 940 0.532046868687 2 8 4 760076 753 930 915 3 1 126.546846217 1272805 91 1 1 2 2
1 0 0 14100387 15730 0 0 2 2686 2686 0 0 2 0 585 875 0.833 2 6 4 2216 128 740 575 3 1 123.360238741 1272805 91 1 1 2 10
1 0 0 14100387 15728 0 0 6 2685 2685 0 0 1 0 745 885 0.3901525 2 5 3 1179568 736 790 740 3 1 126.546846217 1272805 91 2 1 2 8
1 0 0 14100388 15727 0 0 1 2687 2687 0 0 1 0 480 1060 2.174 12 33 2 735329 1249 825 435 6 1 278.00587911 693911 16 1 3 2 4
1 0 0 14100412 15655 0 0 5 2730 2730 0 0 2 0 830 920 1.209 6 8 4 759754 767 900 720 3 1 162.392183321 1034633 47 1 1 8 2
1 0 0 14100412 15654 0 0 7 2729 2729 0 0 1 0 700 965 2.081 8 16 4 974399 643 940 675 3 1 161.271876599 1034633 47 1 1 2 2
1 0 0 14100413 15653 0 0 3 2731 2731 0 0 1 0 845 860 0.317203636364 1 3 4 1259208 125 850 810 3 1 170.480499583 886182 216 2 1 4 2
1 0 0 14100413 15652 0 0 3 2731 2731 0 0 1 0 700 740 0.317203636364 1 3 4 1259208 125 730 690 4 1 170.480499583 886182 216 1 1 2 2
1 0 0 14100414 15651 0 0 7 2733 2733 0 0 1 0 1055 1060 0.087196969697 0 1 4 1166220 120 1055 1005 1 1 547.011886145 717502 121 2 1 2 2
1 0 0 14100414 15650 0 0 1 2733 2733 0 0 1 0 410 965 3.4 17 40 2 829732 1256 945 390 3 1 547.011886145 717502 121 1 1 2 2
1 0 0 14100435 15601 0 0 1 2780 2780 0 0 1 0 470 1115 1.756 10 35 2 797163 1259 1035 410 3 1 279.684084028 988358 916 1 1 2 4
1 0 0 14100472 15484 0 0 3 2867 2867 0 0 1 0 945 1000 0.964 4 8 4 741117 1003 945 930 4 1 1371.11757793 819975 1178 2 1 2 6
1 0 0 14100472 15488 0 0 7 2869 2869 0 0 3 0 945 1155 0.964 4 8 4 861456 1003 1145 930 4 1 1469.02375 819975 1178 2 1 2 2
1 0 0 14100472 15486 0 0 7 2868 2868 0 0 2 0 700 760 0.676 1 3 4 886526 1191 750 690 4 1 1363.87495755 819975 1178 1 1 2 2
1 0 0 14100472 15489 0 0 3 2870 2870 0 0 4 0 540 665 3.252 18 33 4 3255 1308 540 510 5 1 1469.02375 819975 1178 1 1 2 8
1 0 0 14100472 15485 0 0 3 2867 2867 0 0 1 0 1140 1155 0.964 4 8 4 741117 1003 1145 1125 4 1 1371.11757793 819975 1178 3 1 2 2
1 0 0 14100472 15483 0 0 3 2867 2867 0 0 1 0 540 665 3.252 18 33 4 3255 1308 540 510 5 1 1371.11757793 819975 1178 1 1 2 8
1 0 0 14100472 15490 0 0 7 2870 2870 0 0 4 0 700 760 0.676 1 3 4 886526 1191 750 690 4 1 1469.02375 819975 1178 2 1 2 2
1 0 0 14100472 15487 0 0 2 2869 2869 0 0 3 0 540 665 3.252 18 33 4 3255 1308 635 510 5 1 1469.02375 819975 1178 1 1 2 2
1 0 0 14100473 15481 0 0 7 2871 2871 0 0 1 0 810 1065 -1 12 24 4 0 1293 930 630 4 1 157.082467231 1126130 1169 1 1 6 6
1 0 0 14100473 15482 0 0 7 2872 2872 0 0 2 0 810 1065 -1 12 24 4 0 1293 930 630 4 1 158.105231689 1126130 1169 1 1 6 6
1 0 0 14100494 15416 0 0 3 2925 2925 0 0 2 0 465 780 1.192 4 12 4 1201977 385 480 450 5 1 588.628981937 1020038 544 1 1 2 10
1 0 0 14100494 15417 0 0 3 2925 2925 0 0 2 0 1050 1095 1.192 4 11 4 1201977 385 1080 1035 5 1 588.628981937 1020038 544 2 1 2 2
1 0 0 14100494 15415 0 0 1 2924 2924 0 0 1 0 480 1140 3.107 17 38 2 829726 1256 1080 420 7 1 566.550207579 1020038 544 1 3 4 4
1 0 0 14100494 15419 0 0 2 2927 2927 0 0 4 0 465 1095 1.192 4 12 3 1201977 385 1080 450 5 1 610.22875 1020038 544 1 1 2 2
1 0 0 14100494 15418 0 0 2 2926 2926 0 0 3 0 465 1095 1.192 4 12 3 1201977 385 1080 450 5 1 610.22875 1020038 544 1 1 2 2
1 0 0 14100495 15414 0 0 7 2929 2929 0 0 2 0 440 480 0.0974621212121 0 1 4 798781 646 475 435 4 1 704.187069777 1236796 648 1 1 2 2
1 0 0 14100495 15412 0 0 7 2928 2928 0 0 1 0 440 480 0.0974621212121 0 1 4 798781 646 475 435 4 1 552.761328038 1236796 648 2 1 2 2
1 0 0 14100495 15413 0 0 1 2928 2928 0 0 1 0 540 1300 1.359 6 10 2 745577 190 1110 510 4 1 552.761328038 1236796 648 1 1 4 4
1 0 0 14100496 15403 0 0 7 2930 2930 0 0 1 0 540 630 0.675 3 7 4 903393 167 600 525 4 1 588.628981937 1197670 620 3 1 2 4
1 0 0 14100496 15406 0 0 7 2930 2930 0 0 1 0 1180 1190 0.0607196969697 0 1 4 690559 622 1180 1170 1 1 588.628981937 1197670 620 4 1 2 2
1 0 0 14100496 15404 0 0 6 2930 2930 0 0 1 0 835 845 0.414993333333 2 8 4 789539 14 840 825 3 1 588.628981937 1197670 620 2 1 2 2
1 0 0 14100496 15408 0 0 6 2931 2931 0 0 2 0 745 780 0.779 4 6 3 890893 108 770 705 5 1 566.550207579 1197670 620 3 1 4 2
1 0 0 14100496 15407 0 0 3 2931 2931 0 0 2 0 525 615 1.554 7 10 4 741117 1003 530 510 4 1 566.550207579 1197670 620 1 1 2 4
1 0 0 14100496 15409 0 0 3 2931 2931 0 0 2 0 880 930 1.554 7 10 4 741117 1003 915 865 4 1 566.550207579 1197670 620 2 1 2 2
1 0 0 14100496 15411 0 0 2 2933 2933 0 0 4 0 865 945 0.287334116162 1 3 4 834221 79 940 860 4 1 610.22875 1197670 620 1 1 2 2
1 0 0 14100496 15410 0 0 7 2933 2933 0 0 4 0 540 615 0.675 3 7 4 903393 167 605 525 4 1 610.22875 1197670 620 2 1 2 2
1 0 0 14100496 15405 0 0 3 2930 2930 0 0 1 0 865 945 0.267107474747 1 2 4 690386 77 940 860 4 1 588.628981937 1197670 620 1 1 2 2
1 0 0 14100498 15400 0 0 6 2936 2936 0 0 2 0 1100 1170 1.031 5 10 4 984754 815 1150 1080 5 1 514.732733162 1204943 1001 3 1 2 4
1 0 0 14100498 15397 0 0 6 2935 2935 0 0 1 0 1100 1170 1.031 5 10 3 984754 815 1150 1080 5 1 517.466131676 1204943 1001 1 1 2 4
1 0 0 14100498 15398 0 0 1 2936 2936 0 0 2 1 530 1080 1.196 5 14 2 789500 33 1060 510 3 1 514.732733162 1204943 1001 1 1 2 2
1 0 0 14100498 15399 0 1 6 2936 2936 0 0 2 0 750 765 0.0326515151515 0 6 3 789483 40 755 740 1 2 514.732733162 789500 33 2 1 2 2
1 0 0 14100498 15401 0 0 6 2937 2937 0 0 3 0 1100 1170 1.031 5 10 4 984754 815 1150 1080 5 1 554.416375 1204943 1001 1 1 2 4
1 0 0 14100499 15396 0 0 1 2938 2938 0 0 1 0 395 930 0.39072989899 2 5 2 697663 1016 905 390 3 1 628.574167418 744940 720 1 1 2 4
1 0 0 14100500 15394 0 0 2 2940 2940 0 0 2 0 600 980 1.273 5 12 3 708822 917 950 585 3 1 430.137806417 1265681 819 1 1 2 2
1 0 0 14100500 15395 0 0 2 2941 2941 0 0 3 0 540 935 0.106403181818 0 2 3 991707 837 930 535 1 1 455.020125 1265681 819 1 1 2 2
1 0 0 14100501 15393 0 0 1 2944 2944 0 0 3 0 510 1105 1.407 7 19 2 241312 1277 1080 490 3 1 1852.1134266 840935 853 1 1 2 2
1 0 0 14100501 15392 0 0 1 2943 2943 0 0 2 0 475 1095 1.407 7 19 4 236581 1277 1055 450 3 1 1394.63321977 840935 853 1 1 2 4
1 0 0 14100501 15391 0 0 1 2942 2942 0 0 1 0 435 1085 0.509772727273 2 8 4 903880 879 1050 420 3 1 1385.5898417 840935 853 1 1 2 4
1 0 0 14100544 15280 0 0 7 3018 3018 0 0 2 0 1030 1150 0.560399924242 2 8 4 913387 8 1140 1020 3 1 306.414267385 1090810 102 2 1 2 2
1 0 0 14100544 15279 0 0 6 3018 3018 0 0 2 0 855 880 0.348206464646 1 5 3 890890 134 860 840 3 1 306.414267385 1090810 102 1 1 2 4
