OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ID,SRID,ARM,Year_2010,Direction_,Location,LOC_ERROR,estimated,PSRCEdgeID,Oneway,HOV_I,HOV_J,NewINode,NewJNode,Shape_Length,key,key_hov
352,1,272,1,16520,1846,99,34.72,28000,Bothways,After Milepost 40.97 A: BOTHWAYS INTERSECTION N 155TH ST,NO ERROR,18613.03491,202245,2,195293,194892,56258,56775,1242.060071,56258-56775,195293-194892
353,1,235,1,16549,5081,003P104320,0.296,8100,North Bound,On P1 RAMP (SR 3 NB TO NEWBERRY HILL) After LEFT INTERSECTION SR 3 NB,NO ERROR,5713.631256,208685,0,0,0,185898,77063,1762.967863,185898-77063,0-0
354,1,560,1,16551,5121,003S104293,0.046,5900,South Bound,On S1 RAMP (NEWBERRY HILL TO SR 3 SB) After BOTHWAYS INTERSECTION LX04349-NEWBERRY HILL RD,NO ERROR,3219.79509,219083,0,0,0,77087,77675,902.2459327,77087-77675,0-0
355,1,237,1,16552,5120,003S104293,0.296,8600,South Bound,On S1 RAMP (NEWBERRY HILL TO SR 3 SB) After RIGHT ON RAMP S204293,NO ERROR,7408.717346,219084,0,0,0,77675,185859,2046.754936,77675-185859,0-0
356,1,238,2,16553,5131,003R104376,0.224,2600,South Bound,On R1 RAMP (SR 3 SB TO NEWBERRY HILL) After LEFT INTERSECTION SR 3 SB,NO ERROR,4908.405579,216740,0,0,0,185857,77087,1608.395022,185857-77087,0-0
357,1,236,1,16554,5140,003Q104401,0.092,2800,North Bound,On Q1 RAMP (NEWBERRY HILL TO SR 3 NB) After BOTHWAYS INTERSECTION LX04349-NEWBERRY HILL RD,NO ERROR,5207.840179,208684,0,0,0,77063,185900,2621.813452,77063-185900,0-0
358,1,239,1,16555,5080,003P104530,0.2,5100,North Bound,On P1 RAMP (SR 3 NB TO CLEAR CRK RD) After LEFT INTERSECTION SR 3 NB,NO ERROR,5531.567261,216626,0,0,0,185902,71888,1401.473793,185902-71888,0-0
359,1,241,1,16556,5078,003P104662,0.248,4200,North Bound,On P1 RAMP (SR 3 NB TO TRIGGER AVE) After LEFT INTERSECTION SR 3 NB,NO ERROR,3095.468994,8586,0,0,0,185908,67817,1452.179977,185908-67817,0-0
360,1,242,1,16557,5118,003S104642,0.106,4400,South Bound,On S1 RAMP (TRIGGER AVE TO SR 3 SB) After RIGHT WYE CONNECTION TRIGGER AVE,NO ERROR,3107.857475,216615,0,0,0,67819,185850,2470.643315,67819-185850,0-0
361,1,243,2,16558,5129,003R104714,0.232,1100,South Bound,On R1 RAMP (SR 3 SB TO TRIGGER AVE) After LEFT INTERSECTION SR 3 SB,NO ERROR,1250.199768,216617,0,0,0,185848,67819,1494.707399,185848-67819,0-0
362,1,244,2,16559,5138,003Q104733,0.088,1300,North Bound,On Q1 RAMP (TRIGGER AVE TO SR 3 NB) After BOTHWAYS INTERSECTION LX04689-TRIGGER AVE,NO ERROR,1315.091583,7691,0,0,0,67817,185910,2420.380755,67817-185910,0-0
363,1,246,1,16563,5117,003S104787,0.236,4600,South Bound,On S1 RAMP (LUOTO RD TO SR 3 SB) After RIGHT ON RAMP S204787,NO ERROR,5236.775696,221366,0,0,0,185959,185847,2298.508806,185959-185847,0-0
364,1,248,1,16564,5128,003R104881,0.28,2400,South Bound,On R1 RAMP (SR 3 TO LUOTO RD) After LEFT INTERSECTION SR 3 SB,NO ERROR,3640.503128,208572,0,0,0,185844,63406,1714.431579,185844-63406,0-0
365,1,247,1,16565,5137,003Q104901,0.11,2200,North Bound,On Q1 RAMP (SR 308 TO SR 3 NB) After RIGHT WYE CONNECTION SR 308,NO ERROR,3566.108551,208482,0,0,0,63413,185913,2630.851136,63413-185913,0-0
366,1,143,1,16566,5116,003S105182,0.098,4500,South Bound,On S1 RAMP (FINN HILL RD TO SR 3 SB) After RIGHT WYE CONNECTION LX05227,NO ERROR,6978.026581,223959,0,0,0,185961,185840,2325.009081,185961-185840,0-0
367,1,205,1,16567,6059,016P102227,0.28,2700,North Bound,On P1 RAMP (SR 16 NB TO MULLENIX RD) After LEFT INTERSECTION SR 16 NB,NO ERROR,5444.501648,216675,0,0,0,185985,113283,1868.8917,185985-113283,0-0
368,1,208,1,16568,6090,016S102209,0.106,2700,South Bound,On S1 RAMP (MULLENIX RD TO SR 16 SB) After BOTHWAYS INTERSECTION LX02261-MULLENIX RD,NO ERROR,5508.333618,216587,0,0,0,113279,185986,2782.621821,113279-185986,0-0
369,1,183,1,16569,508,3,36.81,45000,Bothways,Before Milepost 36.87 A: LEFT ON RAMP W WERNER RD,NO ERROR,50944.41003,223813,0,0,0,185881,185882,1599.381637,185881-185882,0-0
370,1,181,1,16570,802,3,34.65,68000,Bothways,"After Milepost 34.67 A: RIGHT CENTER INTERSECTION SR 16,  END INCREASING BRIDGE SR 16",NO ERROR,72847.02148,223816,0,0,0,185921,185878,1076.123013,185921-185878,0-0
371,1,193,1,16571,1248,3,47.29,43000,Bothways,After Milepost 47.33 A: RIGHT ON RAMP TRIGGER AVE,NO ERROR,51118.37878,223835,0,0,0,185910,185911,3216.604935,185910-185911,0-0
372,1,185,1,16572,842,3,38.9,55000,Bothways,Before Milepost 38.96 A: LEFT ON RAMP AUSTIN DR,NO ERROR,58650.58765,223847,0,0,0,185887,185888,1896.056513,185887-185888,0-0
373,1,184,1,16573,793,3,37.74,43000,Bothways,After Milepost 37.78 A: RIGHT ON RAMP LOXIE EAGANS BLVD,NO ERROR,45494.15857,223848,0,0,0,185884,185885,1202.773587,185884-185885,0-0
374,1,150,1,16574,718,3,53.24,22000,Bothways,After Milepost 53.28 A: RIGHT ON RAMP SR 305,NO ERROR,22102.80835,223852,0,0,0,185919,51053,1635.585255,185919-51053,0-0
375,1,150,1,16575,718,3,53.24,22000,Bothways,After Milepost 53.28 A: RIGHT ON RAMP SR 305,NO ERROR,22102.80835,223853,0,0,0,51053,185838,1999.864027,51053-185838,0-0
376,1,193,1,16576,1248,3,47.29,43000,Bothways,After Milepost 47.33 A: RIGHT ON RAMP TRIGGER AVE,NO ERROR,51118.37878,223858,0,0,0,185847,185848,3706.14185,185847-185848,0-0
377,1,185,1,16577,842,3,38.9,55000,Bothways,Before Milepost 38.96 A: LEFT ON RAMP AUSTIN DR,NO ERROR,58650.58765,223871,0,0,0,185867,185868,1800.283045,185867-185868,0-0
378,1,184,1,16578,793,3,37.74,43000,Bothways,After Milepost 37.78 A: RIGHT ON RAMP LOXIE EAGANS BLVD,NO ERROR,45494.15857,223872,0,0,0,185870,185871,1465.138096,185870-185871,0-0
379,1,231,1,16581,5082,003P104085,0.248,1400,North Bound,On P1 RAMP (SR 3 NB TO CHICO WAY) After LEFT INTERSECTION SR 3 NB,NO ERROR,2980.899292,216635,0,0,0,185892,85235,1597.446962,185892-85235,0-0
380,1,232,1,16582,5069,003Q104171,0.112,2400,North Bound,On Q1 RAMP (CHICO WAY TO SR 3 NB) After BOTHWAYS INTERSECTION LX04109-OLD SR 3,NO ERROR,2343.439972,216637,0,0,0,85235,185896,2964.929181,85235-185896,0-0
381,1,233,1,16583,5132,003R104137,0.288,2700,South Bound,On R1 RAMP (SR 3 SB TO CHICO WAY) After LEFT INTERSECTION SR 3 SB,NO ERROR,3043.791229,208084,0,0,0,185861,85563,1622.042248,185861-85563,0-0
382,1,234,1,16584,5122,003S104073,0.072,1200,South Bound,On S1 RAMP (CHICO WAY TO SR 3 SB) After BOTHWAYS INTERSECTION LX04109-CHICO WAY,NO ERROR,3594.033325,208082,0,0,0,85563,185864,1902.242585,85563-185864,0-0
383,1,542,1,16610,4852,525,2.21,51000,Bothways,Before Milepost 2.22 A: LEFT ON RAMP SR 99 NB,NO ERROR,35813.92041,224150,0,0,0,36857,33701,5797.210292,36857-33701,0-0
384,1,543,1,16611,4851,525,3,42000,Bothways,After Milepost 2.99 A: LEFT OFF RAMP SR 99 SB,NO ERROR,69333.38147,224156,0,0,0,186084,32407,839.3309938,186084-32407,0-0
385,1,417,2,16612,4548,522,12.67,46000,Bothways,After Milepost 12.66 A: RIGHT OFF RAMP NE 195TH ST,NO ERROR,91281.57446,8761,0,0,0,54174,52901,2805.4849,54174-52901,0-0
386,1,177,2,16626,451,16,22.44,43000,Bothways,Before Milepost 24.68 A: LEFT ON RAMP SR 160(SEDGWICK RD),NO ERROR,50968.61914,223978,0,0,0,185984,185981,9416.421096,185984-185981,0-0
387,1,177,2,16633,451,16,22.44,43000,Bothways,Before Milepost 24.68 A: LEFT ON RAMP SR 160(SEDGWICK RD),NO ERROR,50968.61914,224000,0,0,0,185982,185983,8987.964935,185982-185983,0-0
388,1,585,1,16699,1254,18,7.15,48000,Bothways,After Milepost 6.61 A: RIGHT ON RAMP AUBURN BLK DIAMOND RD,NO ERROR,65641.83838,8654,0,0,0,183899,141739,8325.281892,183899-141739,0-0
389,1,469,2,16723,1196,18,12.58,32000,Bothways,After Milepost 12.04 A: RIGHT ON RAMP SR 516,NO ERROR,45554.27979,219432,0,0,0,186148,184375,5508.574457,186148-184375,0-0
390,1,176,1,16760,1110,16,19.85,44000,Bothways,Before Milepost 22.09 A: LEFT ON RAMP MULLENIX RD,NO ERROR,55118.88501,223986,0,0,0,185989,185985,9885.03379,185989-185985,0-0
391,1,174,1,16761,723,16,17.48,44000,Bothways,Before Milepost 19.72 A: LEFT ON RAMP SE BURLEY-OLALLA RD,NO ERROR,57468.05786,223993,0,0,0,185991,185993,3639.446542,185991-185993,0-0
392,1,176,1,16762,1110,16,19.85,44000,Bothways,Before Milepost 22.09 A: LEFT ON RAMP MULLENIX RD,NO ERROR,55118.88501,224009,0,0,0,185986,185990,8970.126176,185986-185990,0-0
393,1,174,1,16763,723,16,17.48,44000,Bothways,Before Milepost 19.72 A: LEFT ON RAMP SE BURLEY-OLALLA RD,NO ERROR,57468.05786,224010,0,0,0,185994,185992,3630.799905,185994-185992,0-0
394,1,175,1,16764,450,16,17.87,41000,Bothways,"At Milepost 20.10 A: BEGIN INCREASING BRIDGE SE BURLEY-OLALLA RD,  BEGIN DECREASING BRIDGE SE BURLEY-OLALLA RD",NO ERROR,57468.05865,224011,0,0,0,185990,185991,3257.031902,185990-185991,0-0
395,1,175,1,16765,450,16,17.87,41000,Bothways,"At Milepost 20.10 A: BEGIN INCREASING BRIDGE SE BURLEY-OLALLA RD,  BEGIN DECREASING BRIDGE SE BURLEY-OLALLA RD",NO ERROR,57468.05865,224012,0,0,0,185992,185989,3258.75849,185992-185989,0-0
396,2,528,1,16766,921,16,16.42,44000,Bothways,After Milepost 18.64 A: RIGHT ON RAMP SR 302 SPPURDY (SPUR),NO ERROR,57468.05786,224013,0,0,0,185993,185988,3604.16896,185993-185988,0-0
397,2,528,1,16767,921,16,16.42,44000,Bothways,After Milepost 18.64 A: RIGHT ON RAMP SR 302 SPPURDY (SPUR),NO ERROR,57468.05786,224014,0,0,0,185987,185994,2459.349263,185987-185994,0-0
398,1,180,1,16768,386,16,25.99,67000,Bothways,After Milepost 28.16 A: CENTER INTERSECTION SR 166,NO ERROR,69117.44458,224018,0,0,0,185998,185943,626.4568606,185998-185943,0-0
399,1,180,1,16769,386,16,25.99,67000,Bothways,After Milepost 28.16 A: CENTER INTERSECTION SR 166,NO ERROR,69117.44458,224019,0,0,0,185942,185997,637.2941097,185942-185997,0-0
400,1,413,1,16770,4600,522,14.44,32000,Bothways,After Milepost 14.43 A: RIGHT ON RAMP SR 9,NO ERROR,48258.1427,224094,0,0,0,186039,186032,3909.747903,186039-186032,0-0
401,1,413,1,16771,4600,522,14.44,32000,Bothways,After Milepost 14.43 A: RIGHT ON RAMP SR 9,NO ERROR,48258.1427,224095,0,0,0,186033,186038,3170.806522,186033-186038,0-0
402,1,265,1,16801,2614,99,43.96,35000,Bothways,After Milepost 50.22 A: BOTHWAYS INTERSECTION 148TH ST SW,NO ERROR,32750.66498,218025,2,0,0,33943,33699,659.5425074,33943-33699,0-0
403,1,666,1,16810,2964,166,3.4,14000,Bothways,After Milepost 3.41 A: RIGHT INTERSECTION MAPLE AVE,NO ERROR,5764.108353,105674,2,0,0,101262,99845,2474.221727,101262-99845,0-0
404,1,703,1,16902,6838,167Q102178,0.1,11000,North Bound,On Q1 RAMP (N CNTRL AVE TO SR 167 NB) After RIGHT WYE CONNECTION N CENTRAL AVE,NO ERROR,13782.67651,216373,0,0,0,123880,123553,1085.834211,123880-123553,0-0
405,1,263,1,16913,2019,99,45.99,38000,Bothways,Before Milepost 52.27 A: RIGHT WYE CONNECTION AIRPORT RD,NO ERROR,41171.89209,213251,2,0,0,30439,31146,2677.522167,30439-31146,0-0
406,1,706,1,16982,6900,167Q502264,0.08,8900,North Bound,On Q5 RAMP (S 212TH ST TO SR 167 NB) After BOTHWAYS INTERSECTION LX02240,NO ERROR,12280.42444,218935,0,0,0,184276,121845,1134.019036,184276-121845,0-0
407,1,326,1,17034,4787,527,7.01,27000,Bothways,After Milepost 7.00 A: BOTHWAYS INTERSECTION MILL CREEK BLVD,NO ERROR,22268.09061,179973,2,0,0,35871,36088,376.8927148,35871-36088,0-0
408,1,310,1,17117,4324,522,10.58,35000,Bothways,After Milepost 10.58 A: LEFT WYE CONNECTION S CAMPUS WAY,NO ERROR,26944.87225,5406,0,0,0,54894,54645,1250.818558,54894-54645,0-0
409,1,310,1,17118,4324,522,10.58,35000,Bothways,After Milepost 10.58 A: LEFT WYE CONNECTION S CAMPUS WAY,NO ERROR,26944.87225,5397,0,0,0,54376,187227,1934.095944,54376-187227,0-0
410,1,48,1,17202,5758,005R120644,0.296,6200,South Bound,On R1 RAMP (SR 5 SB TO SR 531) After LEFT INTERSECTION SR 5 SB,NO ERROR,7802.728271,218141,0,0,0,10332,10592,1612.382905,10332-10592,0-0
411,1,81,1,18085,4753,529,6.97,30000,Bothways,"Before Milepost 5.79 A: RIGHT CENTER OFF RAMP SR 5 NB,  LEFT CENTER ON RAMP SR 5 SB",NO ERROR,29444.69,8317,0,0,0,17648,198072,1099.392427,17648-198072,0-0
412,1,81,1,18087,4753,529,6.97,30000,Bothways,"Before Milepost 5.79 A: RIGHT CENTER OFF RAMP SR 5 NB,  LEFT CENTER ON RAMP SR 5 SB",NO ERROR,29444.69,8315,0,0,0,198071,17639,1260.953165,198071-17639,0-0
413,1,548,1,21597,4845,525,5.81,18000,Bothways,After Milepost 5.63 A: RIGHT WYE CONNECTION SR 525 SPPAINE (SPUR),NO ERROR,14523.17572,217622,2,0,0,28073,27888,677.8821626,28073-27888,0-0
414,1,585,1,21648,1254,18,7.15,48000,Bothways,After Milepost 6.61 A: RIGHT ON RAMP AUBURN BLK DIAMOND RD,NO ERROR,65641.83838,8702,0,0,0,141661,198209,5028.818356,141661-198209,0-0
415,1,417,2,21723,4548,522,12.67,46000,Bothways,After Milepost 12.66 A: RIGHT OFF RAMP NE 195TH ST,NO ERROR,91281.57446,5347,0,0,0,52834,54070,2702.912751,52834-54070,0-0
416,1,476,1,21726,464,18,17.95,28000,Bothways,Before Milepost 17.46 A: LEFT ON RAMP 244TH AVE SE,NO ERROR,36580.5083,222079,0,0,0,198217,183894,4992.499044,198217-183894,0-0
417,1,477,1,21728,96,18,19.08,26000,Bothways,After Milepost 18.57 A: RIGHT ON RAMP 244TH AVE SE,NO ERROR,32391.95496,8679,0,0,0,198219,120916,4634.775334,198219-120916,0-0
418,1,80,1,21818,5731,005R119856,0.232,9100,South Bound,On R1 RAMP (SR 5 SB TO SR 529 SB) After LEFT INTERSECTION SR 5 SB,NO ERROR,9401.417725,8316,0,0,0,17533,17648,1142.293104,17533-17648,0-0
419,1,316,2,21883,4797,527,2.42,41000,Bothways,After Milepost 2.41 A: BOTHWAYS WYE CONNECTION 228TH ST SE,NO ERROR,43221.27722,4967,2,0,0,47575,48086,1067.892423,47575-48086,0-0
420,1,200,1,22007,3651,304,2.75,7000,Bothways,After Milepost 2.75 A: LEFT INTERSECTION PARK AVE,NO ERROR,2229.066772,248224,2,0,0,94630,198742,145.2349333,94630-198742,0-0
421,1,240,1,22012,5119,003S104515,0.282,8200,South Bound,On S1 RAMP (SR 303 TO SR 3 SB) After LEFT ON RAMP S204515,NO ERROR,0,216670,0,0,0,71444,185855,2454.016834,71444-185855,0-0
422,1,433,1,22023,6646,090S102501,0.136,10000,West Bound,On S1 RAMP (ECHO GLEN RD TO SR 90 WB) After RIGHT OFF RAMP S202501,NO ERROR,13545.18799,218344,0,0,0,107945,108156,1603.429763,107945-108156,0-0
423,1,494,1,22057,4891,705,1.49,38000,Bothways,"Before Milepost 1.50 A: LEFT MISCELLANEOUS FEATURE GORE (S100143),  INCREASING MISCELLANEOUS FEATURE SHUSTER PARKWAY AHEAD,  END ROUTE",NO ERROR,47690.04297,7998,0,0,0,148406,149308,2186.97773,148406-149308,0-0
424,1,157,1,22112,3637,305,7.18,20000,Bothways,"After Milepost 7.19 A: RIGHT INTERSECTION SUQUAMISH WAY NE,  LEFT INTERSECTION PVT RD",NO ERROR,15842.77069,208325,2,0,0,61416,61803,1510.287366,61416-61803,0-0
425,1,694,1,22432,2921,167,19.78,121000,Bothways,After Milepost 18.45 A: RIGHT ON RAMP S 277TH ST,NO ERROR,127058.2875,7480,0,195469,195638,128071,131619,6891.46633,128071-131619,195469-195638
426,1,688,1,22433,2924,167,17.61,116000,Bothways,After Milepost 16.28 A: RIGHT ON RAMP 15TH ST NW,NO ERROR,122752.4009,7510,0,0,0,134006,135756,3942.296854,134006-135756,0-0
427,1,479,1,22464,727,18,21.28,22000,Bothways,After Milepost 20.77 A: LEFT OFF RAMP ISSAQUAH HOBART RD,NO ERROR,26408.0919,247260,0,0,0,198213,119057,3302.882286,198213-119057,0-0
428,1,89,1,22481,593,5,120.38,118000,Bothways,Before Milepost 120.33 A: LEFT ON RAMP SBCD LANE,NO ERROR,100014.2764,9270,0,0,0,175560,174492,6375.259324,175560-174492,0-0
429,1,14,1,22628,1220,5,215.57,54000,Bothways,After Milepost 215.51 A: RIGHT ON RAMP 300TH ST NW,NO ERROR,63381.0564,8273,0,0,0,4991,4020,12756.20899,4991-4020,0-0
430,1,14,1,22629,1220,5,215.57,54000,Bothways,After Milepost 215.51 A: RIGHT ON RAMP 300TH ST NW,NO ERROR,63381.0564,8445,0,0,0,4024,4994,12778.72843,4024-4994,0-0
431,1,366,1,22653,423,9,32.74,2000,Bothways,At Milepost 32.98 A: PTR LOCATION R083,NO ERROR,7154.7444,193765,2,0,0,6827,6979,1008.776592,6827-6979,0-0
432,1,380,2,22656,4735,530,8.38,5400,Bothways,After Milepost 25.52 A: RIGHT INTERSECTION JIM CREEK RD,NO ERROR,8491.130768,157103,2,0,0,7069,7263,5811.094374,7069-7263,0-0
433,1,365,2,22660,895,9,31.42,5100,Bothways,After Milepost 31.65 A: LEFT INTERSECTION 252ND ST NE,NO ERROR,5708.337677,211801,2,0,0,6979,7437,6538.821314,6979-7437,0-0
434,1,42,1,22661,1277,5,208.72,71000,Bothways,At Milepost 208.67 A: BOTHWAYS UNDERCROSSING SR 530,NO ERROR,59245.69373,8410,0,0,0,8917,8682,1748.887919,8917-8682,0-0
435,1,382,2,22671,4737,530,5,8300,Bothways,After Milepost 22.14 A: RIGHT INTERSECTION ARLINGTON HEIGHTS RD,NO ERROR,13665.9863,211857,2,0,0,8294,7941,3221.83886,8294-7941,0-0
436,1,259,1,22675,4744,530,0.53,18000,Bothways,After Milepost 17.47 A: RIGHT INTERSECTION OLD SR 99,NO ERROR,11662.10928,211912,2,0,0,8778,8815,10053.63808,8778-8815,0-0
437,1,38,1,22676,5545,005Q120899,0.072,4600,North Bound,On Q1 RAMP (SR 530 TO SR 5 NB) After BOTHWAYS INTERSECTION SR 530,NO ERROR,2743.428955,219357,0,0,0,8795,8682,998.6462859,8795-8682,0-0
438,1,49,1,22686,655,5,206.13,72000,Bothways,At Milepost 206.08 A: BOTHWAYS UNDERCROSSING SR 531,NO ERROR,50693.24268,8429,0,0,0,10777,10451,2230.541967,10777-10451,0-0
439,1,384,1,22687,4711,531,7.13,24000,Bothways,After Milepost 7.12 A: LEFT INTERSECTION 43RD AVE NE,NO ERROR,15189.32507,160081,2,0,0,10626,10614,2617.610843,10626-10614,0-0
440,1,43,1,22689,4746,530,0.1,21000,Bothways,"After Milepost 17.04 A: RIGHT ON RAMP SR 5,  LEFT OFF RAMP SR 5",NO ERROR,12210.0177,214701,2,0,0,8795,8793,1319.004631,8795-8793,0-0
441,1,53,1,22698,5344,005P120538,0.552,15000,North Bound,On P1 RAMP (SR 5 NB TO SR 531) After LEFT INTERSECTION SR 5 NB,NO ERROR,11392.18628,219289,0,0,0,10777,10588,1237.120933,10777-10588,0-0
442,1,386,1,22699,4709,531,8.6,11000,Bothways,After Milepost 8.59 A: BOTHWAYS INTERSECTION 67TH AVE NE,NO ERROR,11294.18259,159997,2,0,0,10649,10646,3315.726886,10649-10646,0-0
443,1,385,1,22700,4710,531,8.58,16000,Bothways,Before Milepost 8.59 A: BOTHWAYS INTERSECTION 67TH AVE NE,NO ERROR,10887.7019,215098,2,0,0,10637,10646,2456.003918,10637-10646,0-0
444,1,47,1,22716,5546,005Q120660,0.122,7400,North Bound,On Q1 RAMP (SR 531 TO SR 5 NB) After RIGHT WYE CONNECTION SR 531,NO ERROR,8464.481415,219252,0,0,0,10588,10451,1117.988055,10588-10451,0-0
445,1,51,1,22717,4713,531,6.44,40000,Bothways,"After Milepost 6.43 A: RIGHT WYE CONNECTION SR 5 NB ON RAMP,  LEFT WYE CONNECTION SR 5 NB OFF RAMP",NO ERROR,31514.9389,214517,2,0,0,10588,10587,431.9070636,10588-10587,0-0
446,1,359,1,22721,4708,531,9.87,8500,Bothways,"Before Milepost 9.88 A: BOTHWAYS INTERSECTION SR 9,  END ROUTE",NO ERROR,8831.037949,160186,2,0,0,10676,10649,3515.137981,10676-10649,0-0
447,1,376,1,22791,4729,530,26.56,3300,Bothways,"After Milepost 43.74 A: RIGHT INTERSECTION MINE RD,  LEFT INTERSECTION SWEDE HEAVEN RD",NO ERROR,9128.487061,155510,2,0,0,5425,5313,12229.28911,5425-5313,0-0
448,1,374,1,22792,4726,530,32.19,2000,Bothways,After Milepost 49.37 A: RIGHT INTERSECTION SAUK PRAIRIE RD,NO ERROR,1283.556828,155957,2,0,0,5970,5007,7150.467735,5970-5007,0-0
449,1,375,1,22793,4728,530,31.64,4000,Bothways,After Milepost 48.82 A: RIGHT INTERSECTION MADISON ST,NO ERROR,9128.487061,211701,2,0,0,6218,6141,1942.4126,6218-6141,0-0
450,1,377,2,22800,4730,530,17.8,3500,Bothways,After Milepost 34.98 A: LEFT INTERSECTION WHITMAN RD,NO ERROR,9128.487061,155135,2,0,0,5259,4903,43009.102,5259-4903,0-0
451,1,368,1,22805,773,9,34.95,1100,Bothways,After Milepost 35.18 A: RIGHT INTERSECTION FINN SETTLEMENT RD,NO ERROR,1894.148102,192843,2,0,0,4038,6436,22154.83149,4038-6436,0-0
452,1,70,2,22809,1115,5,200.23,129000,Bothways,"Before Milepost 200.18 A: LEFT ON RAMP 88TH ST NE,  END DECREASING BRIDGE QUILCEDA CREEK",NO ERROR,99477.33691,8303,0,0,0,16703,15188,6643.388367,16703-15188,0-0
453,1,75,2,22841,729,5,198.95,141000,Bothways,Before Milepost 198.90 A: RIGHT OFF RAMP SR 528,NO ERROR,116496.6333,8459,0,0,0,17225,17521,2122.105468,17225-17521,0-0
454,1,390,1,22856,173,9,17.48,25000,Bothways,Before Milepost 17.49 A: RIGHT INTERSECTION SR 92,NO ERROR,41295.94299,212340,2,0,0,18196,18515,2282.815934,18196-18515,0-0
455,1,86,2,22918,4734,530,9.63,5200,Bothways,After Milepost 26.77 A: LEFT INTERSECTION 139TH AVE NE,NO ERROR,8491.130768,211790,2,0,0,7069,5282,17880.58506,7069-5282,0-0
456,1,252,1,22922,4705,532,3.64,21000,Bothways,After Milepost 3.63 A: LEFT INTERSECTION 270TH ST NW,NO ERROR,21380.58191,211739,2,0,0,6674,6696,5803.204098,6674-6696,0-0
457,1,253,1,22923,4703,532,4.26,18000,Bothways,"After Milepost 4.25 A: RIGHT INTERSECTION 98TH AVE NW-LEQUE RD,  LEFT INTERSECTION 98TH DR NW",NO ERROR,11954.53882,156704,2,0,0,6779,6691,2003.807883,6779-6691,0-0
458,1,392,1,22948,4760,529,0.88,16000,Bothways,After Milepost 0.87 A: BOTHWAYS INTERSECTION BROADWAY AVE-OLD SR 529,NO ERROR,6315.995575,168617,2,0,0,21252,21246,691.9382832,21252-21246,0-0
459,1,258,1,22964,4739,530,4.16,12000,Bothways,"After Milepost 21.30 A: RIGHT INTERSECTION BROADWAY AVE(OLD SR 530),  LEFT INTERSECTION BROADWAY AVE",NO ERROR,11307.43277,157903,2,0,0,8289,8293,954.4172683,8289-8293,0-0
460,1,361,2,22981,1361,9,29.47,16000,Bothways,"After Milepost 29.46 A: RIGHT INTERSECTION DIVISION ST,  LEFT INTERSECTION SR 530",NO ERROR,10590.73352,217232,2,0,0,8351,8357,341.1373826,8351-8357,0-0
461,1,260,1,22982,4742,530,2.77,14000,Bothways,After Milepost 19.71 A: RIGHT INTERSECTION 211TH PL NE,NO ERROR,5235.636795,192287,2,0,0,8351,8810,5485.20085,8351-8810,0-0
462,1,361,2,22983,1361,9,29.47,16000,Bothways,"After Milepost 29.46 A: RIGHT INTERSECTION DIVISION ST,  LEFT INTERSECTION SR 530",NO ERROR,10590.73352,157999,2,0,0,8357,8507,1012.55751,8357-8507,0-0
463,1,394,1,22991,26,2,2.89,31000,Bothways,After Milepost 2.75 A: LEFT CENTER OFF RAMP SR 204-HEWITT AVE,NO ERROR,41780.99304,8428,0,0,0,22570,21999,3644.284851,22570-21999,0-0
464,1,397,1,23046,21,2,4.87,24000,Bothways,Before Milepost 4.75 A: LEFT ON RAMP SR 9,NO ERROR,34134.57935,214790,2,0,0,23203,23762,4069.935052,23203-23762,0-0
465,1,552,2,23072,4839,525,8.32,14000,Bothways,Before Milepost 8.16 A: RIGHT INTERSECTION WASHINGTON AVE,NO ERROR,8346.678467,171402,2,0,0,24429,24140,1039.918754,24429-24140,0-0
466,1,357,1,23160,1360,9,21.93,11000,Bothways,After Milepost 21.92 A: BOTHWAYS INTERSECTION 108TH ST NE,NO ERROR,17434.61697,162300,2,0,0,13895,13219,4183.153141,13895-13219,0-0
467,1,373,1,23195,2449,92,7.87,15000,Bothways,After Milepost 7.87 A: BOTHWAYS INTERSECTION JORDAN RD,NO ERROR,7199.042984,212107,2,0,0,14520,14514,750.6246163,14520-14514,0-0
468,1,74,1,23285,456,5,199.17,115000,Bothways,"At Milepost 199.11 A: BEGIN INCREASING BRIDGE SR 528,  BEGIN DECREASING BRIDGE SR 528",NO ERROR,87279.73242,8305,0,0,0,17228,16703,2096.205652,17228-16703,0-0
469,1,399,1,23378,15,2,10.15,25000,Bothways,Before Milepost 10.08 A: LEFT INTERSECTION WESTWICK RD,NO ERROR,25707.88696,224318,2,0,0,186167,28585,1537.220227,186167-28585,0-0
470,1,546,1,23391,4847,525,4.78,34000,Bothways,After Milepost 4.60 A: LEFT INTERSECTION RUSSELL RD,NO ERROR,27067.85974,213176,2,0,0,29631,29333,1145.96077,29631-29333,0-0
471,1,261,1,23396,2615,99,46.53,34000,Bothways,Before Milepost 52.81 A: RIGHT INTERSECTION 113TH ST SW,NO ERROR,30913.62689,192683,2,0,0,29940,29665,998.2342919,29940-29665,0-0
472,1,84,1,23454,526,5,194.63,123000,Bothways,After Milepost 194.56 A: LEFT ON RAMP MARINE VIEW DR,NO ERROR,123058.4117,9380,0,0,0,21075,20597,2395.813914,21075-20597,0-0
