OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ID,SRID,ARM,Year_2010,Direction_,Location,LOC_ERROR,estimated,PSRCEdgeID,Oneway,HOV_I,HOV_J,NewINode,NewJNode,Shape_Length,key,key_hov
720,1,152,1,32500,3634,305,11.42,20000,Bothways,After Milepost 11.43 A: BOTHWAYS INTERSECTION HOSTMARK ST,NO ERROR,20032.83801,216613,2,194978,194976,56854,57477,1221.325451,56854-57477,194978-194976
721,1,602,1,32523,2243,99,9.28,26000,Bothways,After Milepost 12.92 A: BOTHWAYS INTERSECTION S 272ND ST,NO ERROR,29678.33373,207098,2,195028,195029,131108,130456,1384.057527,131108-130456,195028-195029
722,1,713,1,32545,2910,167,25.39,117000,Bothways,"Before Milepost 24.08 A: RIGHT OFF RAMP SW 43RD ST,  LEFT ON RAMP E VALLEY RD",NO ERROR,120817.5535,222074,0,195069,195070,119548,118632,2881.305446,119548-118632,195069-195070
723,1,601,1,32554,2411,99,8.87,28000,Bothways,After Milepost 12.51 A: LEFT INTERSECTION 16TH AVE S,NO ERROR,27437.24727,85335,2,195089,195090,132294,132009,708.8200834,132294-132009,195089-195090
724,1,169,1,32555,378,16,6.11,79000,Bothways,"Before Milepost 8.35 A: LEFT ON RAMP 24TH ST NW,  END DECREASING BRIDGE TACOMA NARROWS",NO ERROR,88775.151,8121,0,195091,195092,145421,183636,4890.205708,145421-183636,195091-195092
725,1,689,1,32558,2923,167,18.74,116000,Bothways,Before Milepost 17.43 A: LEFT ON RAMP S 277TH ST,NO ERROR,122919.4045,7495,0,195097,195098,134008,132590,3519.551397,134008-132590,195097-195098
726,1,600,1,32570,2556,99,7.73,30000,Bothways,"After Milepost 11.37 A: CENTER INTERSECTION U TURN ROUTE,  LEFT INTERSECTION SR 509",NO ERROR,26289.0005,87679,2,195122,195123,185143,134930,759.1194335,185143-134930,195122-195123
727,1,603,1,32597,2000,99,10.55,26000,Bothways,Before Milepost 14.21 A: LEFT WYE CONNECTION S 252ND ST,NO ERROR,24430.77577,207043,2,195174,195032,127775,128464,1379.653013,127775-128464,195174-195032
728,1,276,1,32608,2089,99,29.4,45000,Bothways,Before Milepost 35.67 A: BOTHWAYS INTERSECTION N 50TH ST,NO ERROR,108009.2322,5611,2,195195,195196,72251,72059,259.9179046,72251-72059,195195-195196
729,1,171,1,32632,584,16,7.89,71000,Bothways,After Milepost 10.11 A: RIGHT ENTRANCE FROM WEIGH STATION,NO ERROR,38123.4184,201915,0,195237,195238,140420,198737,3631.302953,140420-198737,195237-195238
730,1,170,1,32633,1042,16,6.94,71000,Bothways,After Milepost 9.16 A: LEFT EXIT TO SR 16 AR (ALTERNATE),NO ERROR,76649.56061,201914,0,195239,195147,198736,144453,4458.432464,198736-144453,195239-195147
731,1,85,1,32637,421,5,187.26,168000,Bothways,Before Milepost 187.21 A: LEFT CENTER ON RAMP S EVERETT PARK AND RIDE,NO ERROR,154148.2477,8258,0,195247,195248,29742,31128,6027.41267,29742-31128,195247-195248
732,1,85,1,32639,421,5,187.26,168000,Bothways,Before Milepost 187.21 A: LEFT CENTER ON RAMP S EVERETT PARK AND RIDE,NO ERROR,154148.2477,9354,0,195250,195251,31159,29730,6124.0332,31159-29730,195250-195251
733,1,689,1,32694,2923,167,18.74,116000,Bothways,Before Milepost 17.43 A: LEFT ON RAMP S 277TH ST,NO ERROR,122919.4045,7493,0,195432,195433,132616,134006,3452.066066,132616-134006,195432-195433
734,1,151,1,32723,3632,305,12.81,32000,Bothways,"After Milepost 12.82 A: RIGHT INTERSECTION SR 307-BOND RD NE,  LEFT INTERSECTION BOND RD NE",NO ERROR,40460.1239,208628,2,195505,195506,54355,53998,896.4618335,54355-53998,195505-195506
735,1,196,1,32743,3657,304,1.15,28000,Bothways,Before Milepost 1.11 A: RIGHT WYE CONNECTION FARRAGUT ST (OLD SR 304),NO ERROR,28935.46826,225677,2,195551,195552,95968,186913,314.7175712,95968-186913,195551-195552
736,1,50,1,32789,4714,531,6.35,32000,Bothways,"After Milepost 6.34 A: LEFT OFF RAMP SR 5 SB,  BEGIN BOTHWAYS BRIDGE SR 5",NO ERROR,34406.22943,248286,0,195630,195631,198778,198777,1183.975617,198778-198777,195630-195631
737,1,694,1,32793,2921,167,19.78,121000,Bothways,After Milepost 18.45 A: RIGHT ON RAMP S 277TH ST,NO ERROR,127058.2875,9180,0,195640,195641,131272,128055,6264.538346,131272-128055,195640-195641
738,1,421,1,32802,3860,405,24.91,121000,Bothways,After Milepost 24.92 A: RIGHT ON RAMP NBCD LANE,NO ERROR,143072.9287,8757,0,195663,194933,52010,183764,9318.014998,52010-183764,195663-194933
739,1,604,1,32846,2358,99,15.83,24000,Bothways,"After Milepost 19.47 A: CENTER INTERSECTION MEDIAN XROAD,  BOTHWAYS INTERSECTION S 170TH ST",NO ERROR,20794.28343,9496,2,195709,195419,116852,116455,942.6508439,116852-116455,195709-195419
740,1,116,1,32853,3239,181,0.03,31000,Bothways,After Milepost 5.34 A: BOTHWAYS WYE CONNECTION SR 516,NO ERROR,28018.74631,80838,2,195720,194885,127492,127142,691.8007748,127492-127142,195720-194885
741,1,598,1,32858,2609,99,5.46,32000,Bothways,"After Milepost 9.10 A: RIGHT INTERSECTION S 333RD ST,  CENTER INTERSECTION MEDIAN XROAD",NO ERROR,18509.60471,92583,2,195728,195729,140108,141261,1975.884866,140108-141261,195728-195729
742,1,688,1,32861,2924,167,17.61,116000,Bothways,After Milepost 16.28 A: RIGHT ON RAMP 15TH ST NW,NO ERROR,122752.4009,7506,0,195733,195639,136541,135157,3050.688535,136541-135157,195733-195639
743,1,166,1,32862,648,16,3.03,80000,Bothways,After Milepost 3.02 A: RIGHT ON RAMP ORCHARD ST,NO ERROR,100944.8317,8015,0,195735,195736,150272,149722,1203.121188,150272-149722,195735-195736
744,1,165,1,32864,917,16,1.91,89000,Bothways,Before Milepost 1.92 A: LEFT ON RAMP ORCHARD ST,NO ERROR,105362.5377,8034,0,195742,195434,152100,152474,2112.234984,152100-152474,195742-195434
745,1,699,1,32871,2917,167,22.4,106000,Bothways,Before Milepost 21.09 A: LEFT ON RAMP 84TH AVE SE,NO ERROR,115038.3627,220012,0,195761,195762,127116,124065,7297.989942,127116-124065,195761-195762
746,1,687,1,32878,6841,167Q101628,0.102,7600,North Bound,On Q1 RAMP (15TH ST NW TO SR 167 NB) After BOTHWAYS INTERSECTION LX01577-15TH ST NW,NO ERROR,7097.195313,207302,0,195773,195733,184282,136541,957.7562667,184282-136541,195773-195733
747,1,685,1,32880,6881,167S101553,0.05,8400,South Bound,On S1 RAMP (15TH ST NW TO SR 167 SB) After BOTHWAYS INTERSECTION LX01577-15TH ST NW,NO ERROR,8886.222595,216447,0,195776,195777,184284,137389,941.1587034,184284-137389,195776-195777
748,1,84,1,32883,526,5,194.63,123000,Bothways,After Milepost 194.56 A: LEFT ON RAMP MARINE VIEW DR,NO ERROR,123058.4117,222055,0,195780,195781,20592,21107,2569.143327,20592-21107,195780-195781
749,1,699,1,32890,2917,167,22.4,106000,Bothways,Before Milepost 21.09 A: LEFT ON RAMP 84TH AVE SE,NO ERROR,115038.3627,7447,0,195792,195468,123991,126970,7235.114975,123991-126970,195792-195468
750,1,714,1,32891,2908,167,27.15,118000,Bothways,Before Milepost 25.84 A: RIGHT OFF RAMP SR 405,NO ERROR,118616.3507,220036,0,195793,195038,114692,183682,4626.218628,114692-183682,195793-195038
751,1,686,1,32907,6855,167P101546,0.24,8500,North Bound,On P1 RAMP (SR 167 NB TO 15TH ST NW) After LEFT INTERSECTION SR 167 NB,NO ERROR,10088.40088,221347,0,0,0,184280,184282,1622.473405,184280-184282,0-0
752,1,589,1,32909,6167,018R101352,0.4,2600,West Bound,On R1 RAMP (SR 18 WB TO SE 256TH ST) After LEFT INTERSECTION SR 18 WB,NO ERROR,1568.947388,221440,0,0,0,184381,184379,2681.571426,184381-184379,0-0
753,1,610,1,32938,2198,99,19.21,30000,Bothways,At Milepost 25.39 A: BEGIN BOTHWAYS BRIDGE CLOVERDALE ST,NO ERROR,48425.73816,6817,0,0,0,102954,105043,4305.377852,102954-105043,0-0
754,1,173,1,32948,585,16,10.08,66000,Bothways,After Milepost 12.30 A: LEFT OFF RAMP WOLLOCHET DR NW,NO ERROR,70254.89722,8130,0,0,0,136001,134225,4750.741582,136001-134225,0-0
755,1,166,1,32949,648,16,3.03,80000,Bothways,After Milepost 3.02 A: RIGHT ON RAMP ORCHARD ST,NO ERROR,100944.8317,8017,0,195751,194846,149725,150366,1424.749924,149725-150366,195751-194846
756,1,714,1,32954,2908,167,27.15,118000,Bothways,Before Milepost 25.84 A: RIGHT OFF RAMP SR 405,NO ERROR,118616.3507,225880,0,0,0,187071,114681,5371.074097,187071-114681,0-0
757,1,640,1,32963,3018,161,35.74,27000,Bothways,"Before Milepost 35.75 A: RIGHT INTERSECTION S 356TH ST,  LEFT INTERSECTION S 356TH ST",NO ERROR,26256.65283,94858,2,0,0,145402,144599,1885.738958,145402-144599,0-0
758,1,636,1,32975,3027,161,31.28,15000,Bothways,Before Milepost 31.29 A: RIGHT INTERSECTION 102ND AVE E,NO ERROR,14382.27734,118854,2,0,0,154494,155845,4475.855522,154494-155845,0-0
759,1,283,1,32983,1915,99,25.78,51000,Bothways,"After Milepost 32.03 A: RIGHT ON RAMP WESTERN AVE,  LEFT OFF RAMP WESTERN AVE",NO ERROR,60133.44324,5927,0,0,0,83426,84251,1671.732708,83426-84251,0-0
760,1,54,2,33048,860,5,205.42,105000,Bothways,Before Milepost 205.38 A: RIGHT OFF RAMP SR 531,NO ERROR,73815.7998,248426,0,0,0,13260,10777,17256.63955,13260-10777,0-0
761,1,167,1,33058,1107,16,4.14,72000,Bothways,Before Milepost 4.15 A: LEFT ON RAMP JACKSON AVE,NO ERROR,86180.09448,8007,0,194845,194843,148135,148088,1401.770418,148135-148088,194845-194843
762,1,269,1,34024,2431,99,40.55,30000,Bothways,Before Milepost 46.83 A: LEFT WYE CONNECTION SR 524,NO ERROR,22026.20148,213773,0,0,0,199318,199316,393.7561613,199318-199316,0-0
763,1,304,1,34046,4392,522,7.2,44000,Bothways,Before Milepost 7.21 A: BOTHWAYS INTERSECTION 68TH AVE NE,NO ERROR,39425.355,202101,0,0,0,199298,199299,547.1359987,199298-199299,0-0
764,1,273,1,34051,2427,99,34.17,30000,Bothways,Before Milepost 40.44 A: RIGHT WYE CONNECTION N ROOSEVELT WAY,NO ERROR,18432.155,202297,0,0,0,198897,198872,549.9829216,198897-198872,0-0
765,1,266,1,34056,1853,99,43.93,30000,Bothways,Before Milepost 50.21 A: LEFT WYE CONNECTION 148TH ST SW,NO ERROR,33434.33307,213377,0,0,0,198917,198918,2430.957527,198917-198918,0-0
766,1,195,1,34064,3658,304,0.25,28000,Bothways,After Milepost 0.19 A: LEFT OFF RAMP SR 3 NB,NO ERROR,32284.76144,201257,0,0,0,199364,199290,3101.513179,199364-199290,0-0
767,1,303,1,34066,4464,522,5.88,46000,Bothways,After Milepost 5.87 A: LEFT WYE CONNECTION SR 104,NO ERROR,51214.64108,202148,0,0,0,198895,198896,436.0720713,198895-198896,0-0
768,1,599,1,34108,1955,99,6.4,29000,Bothways,After Milepost 10.04 A: RIGHT INTERSECTION S 318TH PL,NO ERROR,21076.86697,90032,0,0,0,198886,199288,1094.734016,198886-199288,0-0
769,1,168,1,34111,649,16,5.02,79000,Bothways,After Milepost 5.01 A: LEFT OFF RAMP JACKSON AVE,NO ERROR,88775.151,8138,0,0,0,199023,199413,1887.092101,199023-199413,0-0
770,1,168,1,34141,649,16,5.02,79000,Bothways,After Milepost 5.01 A: LEFT OFF RAMP JACKSON AVE,NO ERROR,88775.151,219966,0,0,0,199092,199415,1281.366759,199092-199415,0-0
771,1,713,1,34145,2910,167,25.39,117000,Bothways,"Before Milepost 24.08 A: RIGHT OFF RAMP SW 43RD ST,  LEFT ON RAMP E VALLEY RD",NO ERROR,120817.5535,7286,0,0,0,199463,199494,4036.597154,199463-199494,0-0
772,1,272,1,34178,1846,99,34.72,28000,Bothways,After Milepost 40.97 A: BOTHWAYS INTERSECTION N 155TH ST,NO ERROR,18613.03491,202245,0,0,0,199293,198892,1242.060071,199293-198892,0-0
773,1,420,1,34186,3956,405,24.25,109000,Bothways,Before Milepost 24.28 A: LEFT ON RAMP NE 195TH ST,NO ERROR,125993.2302,5345,0,0,0,199394,199511,2048.105921,199394-199511,0-0
774,1,169,1,34191,378,16,6.11,79000,Bothways,"Before Milepost 8.35 A: LEFT ON RAMP 24TH ST NW,  END DECREASING BRIDGE TACOMA NARROWS",NO ERROR,88775.151,219965,0,0,0,199413,199472,4865.903152,199413-199472,0-0
775,1,305,1,34200,4342,522,7.22,38000,Bothways,After Milepost 7.21 A: BOTHWAYS INTERSECTION 68TH AVE NE,NO ERROR,25018.33571,202099,0,0,0,199125,199298,1531.062799,199125-199298,0-0
776,1,694,1,34241,2921,167,19.78,121000,Bothways,After Milepost 18.45 A: RIGHT ON RAMP S 277TH ST,NO ERROR,127058.2875,7480,0,0,0,199469,199638,6891.466013,199469-199638,0-0
777,1,301,1,34249,4445,522,4.23,40000,Bothways,"After Milepost 4.22 A: RIGHT INTERSECTION NE 145TH ST,  LEFT INTERSECTION SR 523-NE 145TH ST",NO ERROR,46036.89821,16303,0,0,0,198865,199300,1357.973268,198865-199300,0-0
778,1,683,1,34263,2926,167,16.27,116000,Bothways,After Milepost 14.94 A: RIGHT ON RAMP SR 18 WB,NO ERROR,126433.4165,7528,0,0,0,199431,199734,3776.730501,199431-199734,0-0
779,1,708,1,34264,2912,167,23.97,117000,Bothways,"After Milepost 22.64 A: RIGHT ON RAMP S 212TH ST,  LEFT OFF RAMP S 212TH ST",NO ERROR,120926.551,9144,0,0,0,199494,199724,6074.682068,199494-199724,0-0
780,1,708,1,34265,2912,167,23.97,117000,Bothways,"After Milepost 22.64 A: RIGHT ON RAMP S 212TH ST,  LEFT OFF RAMP S 212TH ST",NO ERROR,120926.551,7345,0,0,0,199715,199069,6397.78938,199715-199069,0-0
781,1,167,1,34268,1107,16,4.14,72000,Bothways,Before Milepost 4.15 A: LEFT ON RAMP JACKSON AVE,NO ERROR,86180.09448,8008,0,0,0,199495,199750,3569.03537,199495-199750,0-0
782,1,164,1,34270,1106,16,1.1,93000,Bothways,At Milepost 1.10 A: PTR LOCATION D11,NO ERROR,106695.5375,8040,0,0,0,199435,199739,3142.748235,199435-199739,0-0
783,1,267,1,34293,2018,99,42.59,31000,Bothways,After Milepost 48.85 A: RIGHT WYE CONNECTION 168TH ST SW,NO ERROR,31606.40186,213493,0,0,0,199325,199650,915.8137715,199325-199650,0-0
784,1,164,1,34307,1106,16,1.1,93000,Bothways,At Milepost 1.10 A: PTR LOCATION D11,NO ERROR,106695.5375,8035,0,0,0,199738,199575,3269.38122,199738-199575,0-0
785,1,302,1,34317,4516,522,5.81,37000,Bothways,Before Milepost 5.82 A: LEFT WYE CONNECTION SR 104,NO ERROR,42941.46078,202167,0,0,0,198963,198894,556.1613472,198963-198894,0-0
786,1,166,1,34322,648,16,3.03,80000,Bothways,After Milepost 3.02 A: RIGHT ON RAMP ORCHARD ST,NO ERROR,100944.8317,8017,0,0,0,199751,198846,1424.749924,199751-198846,0-0
787,1,170,2,34389,1042,16,6.94,71000,Bothways,After Milepost 9.16 A: LEFT EXIT TO SR 16 AR (ALTERNATE),NO ERROR,76649.56061,8129,0,0,0,199146,199741,7807.700863,199146-199741,0-0
788,1,165,1,34390,917,16,1.91,89000,Bothways,Before Milepost 1.92 A: LEFT ON RAMP ORCHARD ST,NO ERROR,105362.5377,8030,0,0,0,199576,198848,2310.276563,199576-198848,0-0
789,1,8,1,34408,5866,005S116963,0.072,5600,South Bound,On S1 RAMP (RAVENNA BLVD TO SR 5 SB) After BOTHWAYS INTERSECTION RAVENNA BLVD,NO ERROR,9343.634827,5581,0,0,0,198950,198951,850.3036258,198950-198951,0-0
790,1,602,1,34416,2243,99,9.28,26000,Bothways,After Milepost 12.92 A: BOTHWAYS INTERSECTION S 272ND ST,NO ERROR,29678.33373,207098,0,0,0,199028,199029,1384.057527,199028-199029,0-0
791,1,713,1,34422,2910,167,25.39,117000,Bothways,"Before Milepost 24.08 A: RIGHT OFF RAMP SW 43RD ST,  LEFT ON RAMP E VALLEY RD",NO ERROR,120817.5535,222074,0,0,0,199069,199070,2881.305359,199069-199070,0-0
792,1,152,1,34449,3634,305,11.42,20000,Bothways,After Milepost 11.43 A: BOTHWAYS INTERSECTION HOSTMARK ST,NO ERROR,20032.83801,216613,0,0,0,198978,198976,1221.325131,198978-198976,0-0
793,1,167,1,34471,1107,16,4.14,72000,Bothways,Before Milepost 4.15 A: LEFT ON RAMP JACKSON AVE,NO ERROR,86180.09448,8007,0,0,0,198845,198843,1401.770416,198845-198843,0-0
794,1,169,1,34492,378,16,6.11,79000,Bothways,"Before Milepost 8.35 A: LEFT ON RAMP 24TH ST NW,  END DECREASING BRIDGE TACOMA NARROWS",NO ERROR,88775.151,8121,0,0,0,199091,199092,4890.205723,199091-199092,0-0
795,1,603,1,34515,2000,99,10.55,26000,Bothways,Before Milepost 14.21 A: LEFT WYE CONNECTION S 252ND ST,NO ERROR,24430.77577,207043,0,0,0,199174,199032,1379.653013,199174-199032,0-0
796,1,153,1,34528,3635,305,11.4,22000,Bothways,Before Milepost 11.43 A: BOTHWAYS INTERSECTION HOSTMARK ST,NO ERROR,17187.63447,110371,0,0,0,198975,198976,430.7139651,198975-198976,0-0
797,1,420,1,34541,3956,405,24.25,109000,Bothways,Before Milepost 24.28 A: LEFT ON RAMP NE 195TH ST,NO ERROR,125993.2302,8758,0,0,0,199182,199663,3315.225569,199182-199663,0-0
798,1,689,1,34554,2923,167,18.74,116000,Bothways,Before Milepost 17.43 A: LEFT ON RAMP S 277TH ST,NO ERROR,122919.4045,7495,0,0,0,199097,199098,3519.551092,199097-199098,0-0
799,1,421,1,34556,3860,405,24.91,121000,Bothways,After Milepost 24.92 A: RIGHT ON RAMP NBCD LANE,NO ERROR,143072.9287,5334,0,0,0,199784,199783,10534.42492,199784-199783,0-0
800,1,276,1,34566,2089,99,29.4,45000,Bothways,Before Milepost 35.67 A: BOTHWAYS INTERSECTION N 50TH ST,NO ERROR,108009.2322,5611,0,0,0,199195,199196,259.9179046,199195-199196,0-0
801,1,85,1,34571,421,5,187.26,168000,Bothways,Before Milepost 187.21 A: LEFT CENTER ON RAMP S EVERETT PARK AND RIDE,NO ERROR,154148.2477,9354,0,0,0,199250,199251,6124.03292,199250-199251,0-0
802,1,170,1,34579,1042,16,6.94,71000,Bothways,After Milepost 9.16 A: LEFT EXIT TO SR 16 AR (ALTERNATE),NO ERROR,76649.56061,201914,0,0,0,199239,199147,4458.432419,199239-199147,0-0
803,1,601,1,34613,2411,99,8.87,28000,Bothways,After Milepost 12.51 A: LEFT INTERSECTION 16TH AVE S,NO ERROR,27437.24727,85335,0,0,0,199089,199090,708.8200882,199089-199090,0-0
804,1,600,1,34617,2556,99,7.73,30000,Bothways,"After Milepost 11.37 A: CENTER INTERSECTION U TURN ROUTE,  LEFT INTERSECTION SR 509",NO ERROR,26289.0005,87679,0,0,0,199122,199123,759.1194343,199122-199123,0-0
805,1,171,1,34632,584,16,7.89,71000,Bothways,After Milepost 10.11 A: RIGHT ENTRANCE FROM WEIGH STATION,NO ERROR,38123.4184,201915,0,0,0,199237,199238,3631.302825,199237-199238,0-0
806,1,85,1,34633,421,5,187.26,168000,Bothways,Before Milepost 187.21 A: LEFT CENTER ON RAMP S EVERETT PARK AND RIDE,NO ERROR,154148.2477,8258,0,0,0,199247,199248,6027.41309,199247-199248,0-0
807,1,50,1,34722,4714,531,6.35,32000,Bothways,"After Milepost 6.34 A: LEFT OFF RAMP SR 5 SB,  BEGIN BOTHWAYS BRIDGE SR 5",NO ERROR,34406.22943,248286,0,0,0,199630,199631,1183.97546,199630-199631,0-0
808,1,196,1,34727,3657,304,1.15,28000,Bothways,Before Milepost 1.11 A: RIGHT WYE CONNECTION FARRAGUT ST (OLD SR 304),NO ERROR,28935.46826,225677,0,0,0,199551,199552,314.7172722,199551-199552,0-0
809,1,689,1,34741,2923,167,18.74,116000,Bothways,Before Milepost 17.43 A: LEFT ON RAMP S 277TH ST,NO ERROR,122919.4045,7493,0,0,0,199432,199433,3452.066062,199432-199433,0-0
810,1,151,1,34748,3632,305,12.81,32000,Bothways,"After Milepost 12.82 A: RIGHT INTERSECTION SR 307-BOND RD NE,  LEFT INTERSECTION BOND RD NE",NO ERROR,40460.1239,208628,0,0,0,199505,199506,896.4618335,199505-199506,0-0
811,1,421,1,34770,3860,405,24.91,121000,Bothways,After Milepost 24.92 A: RIGHT ON RAMP NBCD LANE,NO ERROR,143072.9287,8757,0,0,0,199663,198933,9318.01533,199663-198933,0-0
812,1,687,1,34796,6841,167Q101628,0.102,7600,North Bound,On Q1 RAMP (15TH ST NW TO SR 167 NB) After BOTHWAYS INTERSECTION LX01577-15TH ST NW,NO ERROR,7097.195313,207302,0,0,0,199773,199733,957.7562462,199773-199733,0-0
813,1,694,1,34800,2921,167,19.78,121000,Bothways,After Milepost 18.45 A: RIGHT ON RAMP S 277TH ST,NO ERROR,127058.2875,9180,0,0,0,199640,199641,6264.538056,199640-199641,0-0
814,1,604,1,34807,2358,99,15.83,24000,Bothways,"After Milepost 19.47 A: CENTER INTERSECTION MEDIAN XROAD,  BOTHWAYS INTERSECTION S 170TH ST",NO ERROR,20794.28343,9496,0,0,0,199709,199419,942.6505584,199709-199419,0-0
815,1,166,1,34808,648,16,3.03,80000,Bothways,After Milepost 3.02 A: RIGHT ON RAMP ORCHARD ST,NO ERROR,100944.8317,8015,0,0,0,199735,199736,1203.12136,199735-199736,0-0
816,1,165,1,34809,917,16,1.91,89000,Bothways,Before Milepost 1.92 A: LEFT ON RAMP ORCHARD ST,NO ERROR,105362.5377,8034,0,0,0,199742,199434,2112.234446,199742-199434,0-0
817,1,699,1,34810,2917,167,22.4,106000,Bothways,Before Milepost 21.09 A: LEFT ON RAMP 84TH AVE SE,NO ERROR,115038.3627,220012,0,0,0,199761,199762,7297.989935,199761-199762,0-0
818,1,688,1,34821,2924,167,17.61,116000,Bothways,After Milepost 16.28 A: RIGHT ON RAMP 15TH ST NW,NO ERROR,122752.4009,7506,0,0,0,199733,199639,3050.688198,199733-199639,0-0
819,1,685,1,34824,6881,167S101553,0.05,8400,South Bound,On S1 RAMP (15TH ST NW TO SR 167 SB) After BOTHWAYS INTERSECTION LX01577-15TH ST NW,NO ERROR,8886.222595,216447,0,0,0,199776,199777,941.158851,199776-199777,0-0
820,1,699,1,34828,2917,167,22.4,106000,Bothways,Before Milepost 21.09 A: LEFT ON RAMP 84TH AVE SE,NO ERROR,115038.3627,7447,0,0,0,199792,199468,7235.114778,199792-199468,0-0
821,1,714,1,34829,2908,167,27.15,118000,Bothways,Before Milepost 25.84 A: RIGHT OFF RAMP SR 405,NO ERROR,118616.3507,220036,0,0,0,199793,199038,4626.218543,199793-199038,0-0
822,1,116,1,34837,3239,181,0.03,31000,Bothways,After Milepost 5.34 A: BOTHWAYS WYE CONNECTION SR 516,NO ERROR,28018.74631,80838,0,0,0,199720,198885,691.8007723,199720-198885,0-0
823,1,598,1,34840,2609,99,5.46,32000,Bothways,"After Milepost 9.10 A: RIGHT INTERSECTION S 333RD ST,  CENTER INTERSECTION MEDIAN XROAD",NO ERROR,18509.60471,92583,0,0,0,199728,199729,1975.884866,199728-199729,0-0
824,1,84,1,34847,526,5,194.63,123000,Bothways,After Milepost 194.56 A: LEFT ON RAMP MARINE VIEW DR,NO ERROR,123058.4117,222055,0,0,0,199780,199781,2569.143028,199780-199781,0-0
